"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample19","Sample20","Sample21","Sample22","Sample23","Sample24","Sample25","Sample26","Sample27","Sample28","Sample29","Sample30","Sample31","Sample32","Sample33","Sample34","Sample35","Sample36","Sample37","Sample38","Sample39","Sample40","Sample41","Sample42","Sample43","Sample44","Sample45","Sample46","Sample47","Sample48","Sample49","Sample50","Sample51","Sample52","Sample53","Sample54","Sample55","Sample56","Sample57","Sample58","Sample59","Sample60","Sample61","Sample62","Sample63","Sample64","Sample65","Sample66","Sample67","Sample68","Sample69","Sample70","Sample71","Sample72","Sample73","Sample74","Sample75","Sample76","Sample77","Sample78","Sample79","Sample80","Sample81","Sample82","Sample83","Sample84","Sample85","Sample86","Sample87","Sample88","Sample89","Sample90","Sample91","Sample92","Sample93","Sample94","Sample95","Sample96","Sample97","Sample98","Sample99","Sample100"
"Gene0011",12.878123607545,8.95354036865355,12.8501557832163,9.40841047630504,11.8903663755469,13.0680659800583,7.6094377117009,6.2517314300703,7.80837627790448,12.162937930359,14.2961083915504,11.0734061140839,11.4185699726658,8.19363890227023,11.8314938118521,8.45295752618072,10.4473500101744,8.75618850682394,7.36528803263505,7.88950422466483,13.0732140750078,10.2479934282078,9.47301214084158,10.3912166839475,10.0055375196139,7.32932552807907,13.4479198420943,11.4836620165084,13.277948761351,13.7552460653083,14.5293852858295,13.5700640791812,9.24299318435716,9.05325062955259,1.1617131332443,0.901035955821731,0.984377565502592,0.893778843567585,0.909604801169979,0.244027874095504,2.58186605834358,0.819756612432607,0.933066796220146,1.21631234653332,1.56868711302771,1.27263722095868,0.848538497746235,0.674827673392866,0.699648344552387,0.763076072191407,2.26151489512675,0.623598375733667,0.370153048188923,0.408978644463067,1.10135504588428,1.48180744248093,1.02643207906682,0.659798502324669,1.35645365035828,1.45797560079089,0.281039429620419,0.766076308486939,1.09376298865731,1.34277842347924,1.40696710973303,1.29352911703271,0.946073010204468,1.67753032681977,2.62000022732899,2.2000071271963,0.938276817865643,2.55728367551716,1.64936493863109,2.23485422152108,2.09265321340574,1.78391920116578,1.84290131530107,1.2919870857604,1.87667515757634,1.4495705377337,2.08937764083535,1.43214573330798,1.17551188721718,2.20214087503038,2.19288020742177,1.43339551697802,1.40283653469845,2.0462536999501,2.35349122551458,1.82141712549641,2.11324224803604,1.15518575480882,1.66825147005678,1.4300172572964,2.58264925408687,1.7855350962031,1.70310679593356,1.64363386135788,2.92149529485943,1.95391184257162
"Gene0012",14.7013675157226,10.9572304089011,16.1534827172293,11.6692372671373,14.0377261331629,15.9192694250851,8.97620797759457,7.26274385521479,8.85489444787187,14.3316004263008,16.8258801847042,12.6616035696858,13.4322718889521,9.12541656187693,12.5289209772439,9.02382077023585,11.6639937246638,11.0112189884587,8.33730044570108,9.20624540033646,14.6811725597629,11.274963269064,12.1523715925146,12.080480370025,11.8354248504446,8.39467143994678,15.8807880299175,13.3199151083671,15.6638362095752,15.3190738948054,16.4073098414007,16.3421589978198,10.4630512871153,9.67503373392671,1.60850718458367,2.23235621338758,1.62063089306708,1.64451048985409,2.43640472570909,1.31854676334349,1.97144329120558,1.29265102929031,1.01106606961296,2.43216634888825,2.04225698090485,0.521789561669269,0.998754175719956,1.06914427231821,1.00195448926487,0.419394845488305,2.08711505883254,1.23400325546665,0.580683935331719,0.823230694967757,2.32090661863752,2.01636371242453,1.5561580637083,1.12037665562655,2.07056010318254,1.87175804294686,1.00842234169043,1.46890380622144,2.36635512686427,0.848325722769638,2.30142376863053,1.33844626307239,0.749630344998738,1.75685829989034,1.93512667273757,1.77296032956219,0.607902032772469,1.71037692761993,2.28142444757593,2.14682870228218,1.08876547164283,1.33565939266158,1.46690560149665,1.18955770559686,0.825213893110844,0.525231650011153,0.98045164927176,0.848146277830862,0.772504447341761,1.58920074545943,2.10523494347143,1.54922393832919,0.536294065073069,1.55318826993396,0.903604696256263,1.48083645850186,1.56233139209454,0.758951724872841,1.59136746372574,1.0552574959947,1.93594691089524,0.875314690743898,1.62639807756133,0.31777191504098,2.69356181662299,2.09600583790799
"Gene0013",16.4771527446409,11.6376929715648,17.221573061146,13.0508986898953,15.9339122078469,16.878603790576,10.7415389858643,8.5383932329056,10.0868694082921,15.9819121956485,18.6539594944851,14.5578547853864,14.8186797196056,10.291814923313,14.0711741761815,10.4082076535861,14.7980466031644,11.5387971440484,9.68285811020353,10.1224523799934,16.5072877845853,12.5638409765344,13.1187037583823,13.5289832457892,13.1633246214452,9.92182518228315,18.0439339102576,14.7131770134316,17.2910132884802,17.0575332158966,18.695662495838,18.1360199991135,11.7321830692895,10.9102902913831,1.29994497167501,1.75287859646283,2.15361909902201,1.87215934942645,1.59234079573002,1.05383150324038,2.03997773527291,1.19284293176676,1.68192308125621,1.82377744514874,1.99303907707351,0.988549121107597,1.68555822830349,1.40770306262867,1.73967273732809,0.621905911004963,2.51622910192365,1.28433031250312,1.065243208679,1.63607615443789,2.20936459521852,3.10497128718854,0.99565525812468,1.80787471341948,2.45804819138589,2.46981396168223,1.18499801241959,1.32063181625851,1.89996354327488,1.79283304862299,1.86841050168725,1.68403998543512,1.16500092163117,2.30126344358347,3.20115708068758,1.64056523268759,1.03012718078889,2.215925311478,1.99172423092743,2.44466388791561,0.982578802325707,1.94847532207045,1.48590996552148,1.51051547201679,2.13422326011745,1.55087568937414,2.11870324920071,0.782434957621878,1.79806933988939,2.75211121836081,2.92338716844967,1.35870227069588,0.895395892214528,2.18515578600744,1.94814846803694,2.28668608261561,2.12438760169573,1.581738353721,1.81217726816335,1.54151618120262,2.83142726321689,1.83203274449006,1.82671196811787,1.43179563036563,3.30142529516362,2.17133446364575
"Gene0014",10.9398211577339,7.67121289033582,11.9759823150243,8.46213106608188,10.8460025131146,11.4622740120831,6.71692509217341,6.00134608005952,6.19701499599284,10.6499333834016,12.2903596191838,9.70666356266365,9.74297012182628,7.04855012923277,9.09816498645998,6.90313698197026,8.92180348846227,8.15036834625259,6.67711993692566,6.57266496151882,10.7652953065031,8.21830101397889,8.88243879796566,9.00381398648814,8.90917758591589,6.7019376393042,11.9097408498748,9.8668443808012,11.3911212187397,11.1647900523861,12.6522376512263,11.9800297304349,8.10588959363627,7.33813810496372,0.391049653246391,0.56514413573144,1.45034125559689,1.25084063011666,0.921535868488709,0.919586854488461,1.43217159204721,0.311746010770591,0.572473629124771,1.10798509544386,1.88771093015953,0.580858347194799,0.554023459651982,1.17060041654047,0.940226658576295,1.04184634355224,1.47155672279446,1.11262362858163,0.612528911367101,1.01248520498571,0.740856797782284,1.8457256237795,1.34670388028845,1.69406340526322,1.48760859271072,1.36033249248346,0.243279668045464,1.02637876672583,1.78109458569327,1.49090428964603,1.40295867410554,0.88058355430804,0.76058730024893,1.59861946788422,2.45297703856654,1.58617145719374,2.03354203025733,1.75863673223061,1.43451335546286,2.05142483758264,1.43248213339474,1.60564199978019,1.99581306348961,1.31639107177896,1.26737732436944,1.66215490840373,1.99281685602092,1.48099320341739,0.989862933974406,2.28987333955358,3.03159305585765,1.58601509944144,1.93279648664302,1.97986130883042,1.78876890880654,2.17286371662296,2.177679373077,1.34116684735869,2.10076601096217,1.18094722257366,2.69297862763936,1.74249009075212,1.80464893901195,0.981696355185935,2.78000340162163,2.27880294333031
"Gene0015",13.0640444601575,9.28531175720314,12.8492475123183,9.64382452207126,12.165132604171,13.3859304678163,7.82396845438699,6.757448296491,7.14028127017353,12.1330026730415,14.2724318214833,10.7884536202697,12.0985383615704,8.16480359688811,11.2755306240352,8.58480010702296,10.4038607134869,9.15912659916739,7.46755514464062,7.8076238574311,13.3525722899237,9.73236956490732,9.60436721095688,10.4100523477044,10.5953308053306,7.84562045082224,13.6585472460998,11.1581135518312,13.2777642720642,13.4517331751207,14.5742103646236,13.6079711627986,9.02136961479222,8.46990263770591,0.886866823935579,1.78968606126119,1.9791661312999,1.85317944393192,1.80383508314137,1.93158554183534,2.33727656807433,1.24690205371977,1.33087524579559,2.14795860185758,1.48590725925023,1.42362066761274,1.39626425152851,1.78194948614054,0.995357481607849,0.550590973939217,2.4171792962159,1.16952180043565,0.580803014007324,1.00753075615491,1.73002063730759,1.63554671135759,1.68775398390933,1.64196782530956,2.08481223704982,1.95281998908471,1.27284521566455,1.41577677967892,1.60375991869138,1.30150148975052,1.82563682150273,1.85027533919934,1.03659806507434,1.59476666203183,1.99508903610318,1.64448300357364,0.744798057364325,2.25682336442755,1.48164498645946,2.28633735438604,1.06540852968713,1.21662251148946,1.17198183091178,1.68095434839949,1.12241739971046,1.41242647265264,1.3444308953855,0.559301822520966,1.0664498968953,2.92935647234943,2.05189488915925,0.965426623663912,0.920422788346133,2.08395510715024,1.38557793143554,1.5175059314258,1.6965759039841,1.37162289036029,1.50148971941009,1.27165775224341,2.50402583314348,1.96374452112931,1.55458976755374,0.779816681730529,2.80315821324485,1.61876176080211
"Gene0016",16.3068674766548,11.9745571997598,17.1935992784771,12.4252085959363,15.8312566601819,17.4750722565994,10.0546223015443,8.28233842965391,9.40215227322242,16.128393150998,19.1168222812381,14.6811842547882,14.918898509556,10.4745610814698,14.0971134994656,10.683629643978,13.4396345186951,12.0721947776213,9.84859085644993,10.6566008542325,16.5380406207129,12.9244783626797,13.3261830593728,13.4141741575224,12.9609367947814,9.85085053644402,17.8629885910722,15.3156985714897,17.2834449655574,17.3494498989159,18.9188802281627,18.5529303337646,12.2337386848237,11.6534224716488,0.79113200210134,1.74887755767283,1.70089188551836,1.6119940030614,1.69761784918951,1.69063727418205,2.27646079643019,1.09328664089279,1.21507922867674,1.81430641792573,1.75534966052158,0.724148038720958,1.18896827171236,0.80118771673766,0.773124932731986,0.199353542213066,1.90012051666564,0.898976113004898,0.909569849819618,0.660675678511003,1.65407469252937,1.33575431530503,1.05050558519252,1.35289455244555,1.76759096769952,2.06766236107028,0.864603439535321,1.3864528400455,1.62196100585046,1.48556137658276,0.977877551937921,1.22735319257857,0.527159982305432,2.34882354532735,2.04773401265305,1.7832556479676,1.3790210439137,2.3744040431211,1.99139561025919,2.22776227775195,1.55539742163409,1.60509763171931,1.46025194422852,1.2197462196278,0.910518073170914,1.66153235260404,1.73718743549704,0.827256215916142,2.11396435963806,2.42368161494042,2.34755388214525,1.14233986934104,1.32388216110726,2.02929339995505,1.75054735614517,2.65115648138582,2.11164754473689,1.23811951770703,1.76519030853684,1.39753762988587,2.57601149865281,1.83489633762079,2.20122055280588,0.803169528839136,2.58424277864679,1.98271559925955
"Gene0017",16.7400593985331,12.3874021149252,17.4180076343892,13.0265053087452,16.1383757755846,17.2977920059411,10.2359068505137,8.54633179277254,9.69601688159202,16.3592692513288,19.6716605880961,15.3979644300147,15.1763533054294,10.6819743175052,15.016867136882,10.7144687266699,13.6427066427072,12.2422179515588,9.45710867591452,10.6915790373309,17.0440983877831,13.4945296900563,13.2580256878826,14.0181742743533,13.1738280180827,10.0182400113311,17.8948706953453,15.1735522469863,17.8178847019877,17.3147684683173,19.0680590677912,18.470203510753,12.0106402380588,11.2699341587672,0.851119673570269,1.54564749536849,1.71639328123059,1.3959935855125,1.75846700620335,1.58337480694358,2.75870442867475,0.938655185249968,1.40869820256037,1.91177273866625,1.92074902807139,0.622384361652412,1.15749499953241,1.27618178435655,0.986666621470989,0.438944266417536,2.44237209784031,1.18710550718167,0.740734400192219,1.33542159842089,1.58335538109001,1.67175730392894,1.23355139609911,1.28849199630419,2.30175141924816,2.03691759901579,1.05516773626567,1.57652210621285,2.94621572898457,0.983852960210419,1.24994318987408,2.44674026297115,0.801998590618607,2.7232402603066,3.50723395745581,2.10966233667545,1.20223294624346,3.32601675362532,2.35516566352387,2.78062574319485,1.44972589812354,2.02770341427667,2.79842673602922,2.20353586478283,1.79498198982045,1.64566410150169,2.17054156439758,1.34676262799504,1.60618401290737,2.70287464050749,2.40915313807574,1.3935005298574,1.21097500158024,2.90342795746706,2.36460796756385,2.2965101948947,2.4469687445807,1.77197335236259,2.04724181691256,2.37679489886562,2.77450962712343,1.74202414732866,2.37516987223702,1.01223809379211,3.61027008168193,2.57340764925856
"Gene0018",1.14094512875246,1.79411967845841,0.730630441709775,0.617202340238677,0.542068139746196,0.949693827691177,0.705222791408011,1.20705814795612,1.38106546428008,2.06045586281965,0.689542655223533,1.79452936492822,0.895471190393981,1.29235846666268,0.602508071343868,1.2770040791233,0.952540959816115,1.60263991915734,1.42698751725406,0.4887249596272,0.830168265893644,0.267512889185603,0.229868821810865,1.47030409600316,1.30439589773355,1.55284926946491,1.55218568186473,1.48558871773606,1.47070765965179,0.786735764646831,1.00255767281073,0.954235792755363,1.191209413082,0.819261438795435,10.6464442888039,12.5408431874169,9.56984533673158,6.97756214468044,10.1897343634209,13.769903047894,8.25118094577866,12.0069298285226,8.51494413456493,7.03490694716226,5.78317886707539,7.76293575054538,8.79796031909408,6.67561345816569,8.13619896311625,5.79160237733548,13.631338914341,11.8638259738543,6.86794120263649,12.8705318701557,10.3222054334166,9.67938537456758,6.24188200965078,9.92597850313491,6.02376269982531,7.34412972328171,10.7467872654603,9.9602343240753,6.66998448792509,6.88649237350229,9.54977345381981,13.1719622105021,8.37527734014278,2.26150833200797,1.15723468897547,1.43226567160972,1.67891864819799,1.38660290247022,1.81898814454092,2.49032813735031,1.42535672663312,2.14156927950474,1.68544841515062,1.73348235382695,1.86526185429626,2.6229512692727,1.71086187953902,2.19997029018877,1.77066857663052,2.12338351980198,2.93764570701825,1.47485827190338,1.1551345567595,2.46407634315759,2.61156007045623,1.75767253220491,0.900945841191466,1.28969156281374,1.31119768701459,1.03210922695226,1.83499995228673,1.41501539773822,1.2189978194908,1.3833400828758,2.06154707046515,2.04003157960113
"Gene0019",2.09124904637946,2.09211356746663,1.88763534636638,1.27486159821954,0.997691902715777,1.1318624133955,1.5516216875526,1.95264288866105,1.39572613061869,1.856640418437,1.28861036431142,2.48720295608745,0.862292318800742,1.1698000760701,1.13308173131947,0.90809982463709,1.65179055825206,2.58517928173867,1.90802553046335,1.00388326290435,1.246627167454,0.879172278604411,0.699162220544338,1.4160007261189,1.32017393868516,1.78735324679391,2.08749738115047,1.23218743478422,1.78730766119244,1.75202593684238,1.90795935354823,1.43542727524353,1.60205387098352,1.50904337098062,9.88847043769343,13.0943801341861,9.66706279618602,7.0699607539239,10.3053421952396,13.8229413449918,8.60257738191752,12.6366499790602,8.0878611940528,7.03124069887808,6.66572240249882,7.61514168295899,8.5303793943723,6.79289242846658,8.10933272041732,7.14445109927169,13.8540900985333,12.004863314257,6.50344121080702,12.4934295623238,10.1734738513313,9.41828455287451,7.00996660907266,10.3006059410897,6.0468442258568,7.29279196671674,10.8860355833431,9.5995039427312,7.47582537791489,7.04331815225808,9.64283810509223,13.7976530380832,8.25957620118943,2.10573398822593,1.32641923791657,0.957801889927884,1.49157921165565,1.35499544462168,1.61878996323384,2.3378435196654,1.7014285016709,1.63270839204387,1.2089980352435,1.42696250851682,1.84082153304187,1.8175424883655,1.48788462930952,1.82708375046212,1.68418806509986,1.90326810825079,1.83687336316799,0.871819987590986,0.917862265546208,2.4638410536924,2.15507190478562,1.70637091064687,0.633113019273685,1.24994713869853,1.5270646360756,0.841122390560337,1.24748394234228,0.831939520621864,1.02923906167747,0.81554144996864,1.85401361526207,2.84793619555228
"Gene0020",2.08267239942903,2.29507851223966,0.968336526035679,1.13375889449299,0.974946728079598,1.28884649895176,1.34451532146042,1.51132926941877,1.57013801102481,2.47725238960634,1.71609251137976,2.87083397172933,0.972084692237862,1.13089190204094,1.50525721289714,1.63324291830099,1.76936778254697,1.73472764613563,1.62956720698901,0.906840397667684,1.09954516933176,0.974348189838592,0.687372627219167,1.6144414858013,1.65992075741662,2.65072727068671,2.31881648322803,0.88490271310811,2.20829279734155,1.80349051862429,2.02073626568806,1.22816631821485,1.46872201180715,1.41741974350647,10.4188451233738,13.8010882363602,9.96669875126333,7.40904281043625,10.2941848517856,14.7400337304233,8.73375193362218,13.041401844875,8.54874388241149,8.43140736444841,6.55088700900636,8.06608156888444,9.08568091300509,7.59060642006766,8.60458692178048,6.51864954806576,14.1865079208166,13.086804050993,7.31971280763857,12.9640304703436,10.6450696133377,9.58450309807976,6.60151149964207,10.5690555106889,6.47206134726073,7.58757867023259,10.6778768891457,9.77343518668515,7.36157217925067,6.96861106568933,10.0981003029126,14.1992880765889,8.89124206854773,1.84453231528218,1.75118858805413,2.03834504994418,1.99282554001799,1.77484765121534,1.42181907957432,2.88283783492037,1.3001670084837,1.99662648633243,1.5754455291684,3.02237607076217,1.79929170868968,2.37720896966552,1.04709358018637,2.11874641548028,1.5952069936383,1.68500973046199,2.23880818369914,1.39786429551725,1.13583526114209,2.3375197623794,3.15272411141111,2.2491397948528,1.21676670251071,1.58634936680682,2.65285028546371,2.1517958899319,1.6369837681519,1.07832058315503,1.24039557414788,1.23262227350768,2.24720396600701,2.33502635650486
"Gene0021",2.74058572603571,3.15245009586629,1.60903661903072,1.28972548359741,1.82855723582362,1.57004245931691,1.79425617862826,2.32833956152764,2.00379024021393,2.99551031063382,1.78839118940016,2.70417798246259,1.93246293335152,2.09927399785578,1.54429476459992,1.62216683136231,2.02683531092491,2.20037587384368,2.14487450901204,1.80909545479146,2.15897269405682,1.63901163311239,1.31255547112503,1.88239114759109,2.20933858432113,3.22138346356831,3.05380978009277,1.33616408593589,2.71784994568294,1.63938152646107,2.1028668415887,2.21350737820503,1.47188696880596,1.64804852333519,13.4639990519729,17.353313726308,12.7441297853825,9.32299436679367,13.9628638376984,17.9597065853595,10.6501493000755,16.1819204929984,11.0885894056781,9.43178111504204,7.81624287265199,10.2755401022936,11.1272366115969,9.79535884946834,11.0968200060405,7.50644401721415,18.88072440286,16.0005239266237,8.47131475265057,16.7812667253698,13.1703224713465,12.1798910030798,8.98816740267103,13.5971039001789,8.20434751588751,9.56861554443436,13.3609945903772,12.7492964316066,9.47548443798329,9.0846662831594,12.956989300496,17.5156901676069,10.8836687757539,1.88679518785781,1.62395223056171,0.640499294505576,1.04451729307541,0.852651830077669,1.93492991133819,1.99445142591286,1.22941551557973,1.29640971753236,1.37571318598613,1.55539924434142,0.912134243763089,1.73053940532372,0.477953350198656,1.74538930648307,1.74397738337159,1.35709612762255,2.21120391599862,1.3796184967965,1.41136183223724,2.26503936872287,1.76409455063983,1.28708233787272,0.400303500125274,1.46299858317131,1.28651503407449,1.04585108267539,0.917797892357342,0.626457550921358,0.958932580442439,1.29631708553756,1.5352697015892,1.58947160632467
"Gene0022",1.06041793266671,1.46780442774088,0.400797997702027,0.944881159720715,0.507902366464857,0.405485464929571,1.0083495865565,1.15319711003797,1.10009456753296,2.42580785134607,0.772197540071503,1.26715323181222,1.53849063052399,0.999938006894172,1.03558474186469,1.64927117793929,1.14294899393704,0.933604756698822,1.56574592955502,0.485968937223039,0.846292572905815,0.779708465546787,0.283273724818659,1.86309961569289,1.30143956239905,0.886802060966013,1.08258342509972,0.539150811777821,1.51199683608751,1.26323043233798,0.890246767494747,0.623464350178836,1.52727921249868,1.34904917673591,7.84386134290796,9.99565961065428,7.36330371259061,5.77230478139444,7.67324661105412,10.2345639652556,6.3577769062852,9.51870019214085,6.19394521948841,5.69265481894192,4.6473741179144,5.85287612326896,6.900175594522,6.2578598106791,6.1293743451331,4.64161883696158,11.5545842244627,9.71167894184919,5.20461857683515,9.84012811111581,7.96987371254351,6.96368908507766,4.71532235061517,7.89854932655261,4.63970656452733,5.69622575754649,7.70798482553226,7.20332636657129,5.24036380850839,5.8944931392266,7.78355462376705,10.2703532497433,7.01039651590088,1.69994242914462,1.75708761726324,1.32330548668745,1.03660483763282,1.38759261102881,1.57612328633062,2.37139925193208,1.23797021571981,1.8940049831531,1.47922315396937,2.00657923053114,1.18695354058162,2.16210857338691,0.956827825993276,1.49694039944433,2.15635245780496,1.54137936576467,2.10516671335304,2.20734001620916,1.07322266387077,2.03244103049303,2.0270352447177,1.41500125333536,0.71332647265269,1.23831560224406,1.63243404687199,1.35776147787068,1.52393874000981,1.12536347321755,1.23382715196578,0.851867540499157,1.59952329884594,2.77083255043691
"Gene0023",2.6212130418547,2.23866953268479,1.9258255046453,2.11666570014481,1.50774962251337,1.5385799141825,2.10771399853866,2.02598734786409,2.7598359446177,2.83932023164474,2.77570344309423,2.61121386232224,2.10514401328457,2.19868420557621,1.62662361717447,1.57081967001091,2.6682070595359,2.3317974404637,2.202881726172,1.42045617119172,2.18713576867345,1.94887254904045,1.67133764243056,2.20223297420764,2.45734590173505,2.05087421265124,2.6382007548377,1.86876357994132,3.37933345463665,1.65440133996707,3.06361628474006,2.22178887269999,1.63148873497101,1.82077263698299,12.8238897454066,16.6531749458236,12.8287236895702,9.18429374822784,13.7117195277175,17.6123112863928,10.4409093739992,16.2388326187649,10.6518089199018,9.21243541997024,7.66642127419738,9.67268982349302,11.09194944072,9.40973681648306,10.3872188823459,7.34320782719967,18.0770900176397,15.8227115399734,7.9714047981116,16.3406589063946,13.1498613566971,11.9241595984393,8.01126375383941,13.591436667001,8.00725531973549,9.58941062582068,13.4534369195388,12.1932667713789,9.08485119411826,8.94632171178971,12.9010347132769,17.3723955168129,10.7774995463669,2.25376785192165,1.30209640882601,1.17197542998241,1.64174475973781,1.54589380912819,1.5532119724304,2.47674772057001,1.76729981897124,1.90588816977477,1.65632428317868,1.92646002343743,1.2696625939103,1.93749021972775,1.15740033830788,1.82001959610734,2.71838319770037,1.73679320702976,2.47009013451279,1.16021675683744,1.14887965699643,2.85843076167773,2.21143547737922,1.96850721091471,0.750499803282416,1.34990845594408,1.49525557766414,1.24769777916437,1.48923298886395,1.6186200504963,1.60422788766984,0.742554096468793,1.91801350494062,2.01437999271365
"Gene0024",3.09782898015165,2.44171943728465,1.46424837296046,1.22291320700314,1.44918982369467,1.4661737135284,1.50437620302093,1.64380658879455,2.96563409076689,2.42407739634584,1.72966628674233,2.48899421987018,1.48114149949985,1.98309275685699,2.11776136424849,1.89793097269011,2.41378454150396,2.25352390218899,1.98200850229824,2.02197186356953,1.63383940386184,1.22603789789039,1.1038787713998,2.10092019811624,2.32303972520667,1.95602109849614,2.89935067138318,1.82717818298257,3.90077966067493,1.975547996854,2.82473505402541,1.95160472547035,1.45874830391303,1.96582460082744,12.9232896073008,16.4635419297628,11.8859803318944,8.67386985754914,12.7837794917627,17.5352137400483,10.4577881469679,15.8141811803548,10.3514690040239,8.85393266137665,7.68015886233157,9.67304988984676,10.3586908955442,8.50136934755217,9.93569816275239,7.20344934429435,17.0537763250058,14.9542187727945,7.90166146431201,16.0531988091027,12.5213048083318,11.8404061147802,7.51112729669378,13.1551365763939,8.00944018240544,9.45445089718879,12.7362278879868,11.9968308366795,8.60953694703015,9.04001541215936,12.0051804344111,16.2825619405906,10.9656129528534,1.76369323975247,0.829482431143359,0.932251067722963,1.58263976666611,1.34985293327779,1.7466892451314,1.99370358482796,0.960978192546327,1.56786329477845,1.33679193592015,1.31213121034404,1.29794152432112,1.46967416511611,1.02803596467542,1.6383044743058,1.65151099716077,1.88484022560018,1.61457828113575,1.14443520924621,0.54535570055474,1.55865384677363,1.42253207106959,1.70590904313328,0.275512369461668,1.59055097973709,1.35401340294748,0.710557132165843,1.34294689382993,0.615869051966832,0.989666697339462,0.783986487557716,1.84947858691002,1.61383589894953
"Gene0025",0.869957242142571,1.42692672985488,1.0477566529035,0.945374672679195,0.687324417550427,0.448295246620939,0.568466264466429,1.4430793291594,1.40738006433099,1.13360723088366,0.35460348307293,1.23499277861044,0.849816116855836,0.940019199934434,1.76858760372696,0.664583184045838,0.841442034023696,0.975063656575117,2.22704283536247,0.397706360155054,0.513982142146628,0.218219330524362,0.49460599597113,0.797847192054564,1.65145531778204,1.26787201478393,1.51838719271213,1.55242539045873,1.86970435853777,0.37088277709666,1.12033504478547,0.852432906078974,0.925831413010073,0.884689582976807,9.10795198666716,11.6070115623801,8.22421326189638,5.99888374145253,8.82393992626074,11.764614885208,6.99452804894528,10.6286004889182,7.50463568181696,6.79186599675663,5.33386169353328,6.99545013811542,7.40816920951268,6.36564114459664,6.92464497086139,5.27076151506095,12.3161469621755,10.5186168884701,5.3679414137559,11.3960130110613,8.70548455823764,7.7378057658907,5.58544955336624,9.54986507753125,5.54321316396565,6.38526114225783,8.70523387791645,8.2603918003338,6.62965638366011,6.35607512087058,8.36932460408863,11.6249850505847,7.36317898945747,1.93390776886033,0.787222715230609,0.58019195845479,1.32267221526175,0.42629327681859,0.831820008599621,1.77492783081903,0.482482109707797,1.15137067182083,0.785049159353807,0.949018802107573,0.67167527346014,0.99021656376417,0.790245773056579,1.30987764872528,0.847882067934615,1.28214308137019,1.46128749043522,0.966957809956187,0.634894248569274,1.33396843745047,1.87229415270793,1.46671121422203,0.374106564270046,0.568374680099526,0.868196946151305,0.843903194820858,1.24264650014763,0.754335895526899,0.646890314428329,0.214466267328399,0.708568029707751,0.932582531006191
"Gene0026",2.43238327898871,1.97680681573674,0.821799783489382,1.09322630935482,1.42723384214116,1.39533490530601,1.45288807924684,1.89312642745935,1.41734167640935,1.92984329515471,1.07241341314873,2.37062437324471,1.20058225248032,1.49897217168745,1.36998913999617,1.54636597661866,2.27959722086086,1.35900810570048,1.65765152099128,0.653026933100733,1.25956627823449,1.41213332418039,1.16877155824005,1.27597512652351,1.73552063930002,1.35547699935868,1.8750189724955,1.15677874182978,1.69412857993086,0.973548141134796,2.04051012750958,1.47242147868729,1.56790994374974,1.55332061075993,9.26202747033615,12.023650678364,8.93260036938004,6.71095198394768,9.52468192821161,13.2320223121634,7.59922192904257,11.5718786866841,7.81088486684843,6.61815994370985,6.14762539456535,7.15586470891082,8.04823738728078,7.05306398618393,7.51486081245304,5.41769427621659,12.9282690637637,11.679967934476,6.17003715110091,12.5189877581717,9.62665120706331,9.17189610064828,5.97081865374252,9.3719530420729,6.33374377102408,7.47619815250266,10.2874779659197,9.07356790575979,6.81250567215771,6.2813159984551,8.92527481096661,12.6029128739109,7.78482274900414,2.15565010175959,0.937323118817765,0.996116807343557,1.16924279134206,1.21979468545658,1.07522421157986,3.01115580815042,0.971247728613306,1.45916997764685,1.07895903926683,2.06679775431611,1.33029666032641,2.10938026081322,1.128203589943,1.47890111189309,1.32124555299071,1.53395470355115,1.99484746481287,1.18753433864766,0.807531650095572,1.89024731687579,1.82491035687426,1.35792893824257,1.24213711891519,1.00571613493088,1.5696426665776,0.797103373379814,1.36296815944101,2.268317827388,0.765181172811588,0.483624009601163,1.51743826545461,2.20462900959296
